Geneid	siControl_A	siControl_B	siControl_C	siHOXA3_A	siHOXA3_B	siHOXA3_C
ENSG00000255157	0	0	0	0	0	0
ENSG00000254469	43	49	51	41	37	25
ENSG00000225805	8	4	4	11	11	6
ENSG00000228915	7	9	12	7	6	21
ENSG00000254593	8	1	2	3	1	7
ENSG00000137522	446	346	455	445	389	454
ENSG00000255296	0	3	0	2	1	1
ENSG00000137496	321	324	300	278	133	340
ENSG00000137497	2180	1926	1948	2103	1528	2033
ENSG00000251143	13	2	13	16	11	15
ENSG00000207012	3	0	0	2	0	1
ENSG00000263742	0	0	0	0	0	0
ENSG00000184154	97	75	73	70	80	88
ENSG00000284922	0	0	0	0	0	0
ENSG00000149357	867	995	961	841	1152	970
ENSG00000284844	0	0	0	0	0	0
ENSG00000110200	44	71	78	81	91	90
ENSG00000110203	0	0	0	0	0	0
ENSG00000257075	0	0	0	0	0	0
ENSG00000256518	0	0	0	0	0	0
ENSG00000204971	0	0	0	0	0	0
ENSG00000255860	0	0	0	0	0	0
ENSG00000110195	77	66	74	80	90	71
ENSG00000165457	0	0	0	0	0	0
ENSG00000165458	2454	2222	2253	2348	1891	2541
ENSG00000165462	11	9	8	17	31	17
ENSG00000228286	0	0	0	0	0	0
ENSG00000285864	0	0	0	0	0	0
ENSG00000213365	0	0	0	0	0	4
ENSG00000162129	591	505	544	553	523	552
ENSG00000255843	4	9	6	4	0	4
ENSG00000256739	0	0	0	2	2	2
ENSG00000255672	3	6	1	9	10	4
ENSG00000256403	1	0	0	0	0	0
ENSG00000237408	0	0	0	0	0	0
ENSG00000238048	0	0	0	0	0	0
ENSG00000276109	0	0	0	0	0	0
ENSG00000274664	0	0	0	0	0	0
ENSG00000227467	0	0	0	1	0	4
ENSG00000186642	40	25	30	13	11	22
ENSG00000256633	0	0	0	1	0	0
ENSG00000272036	0	0	0	0	0	0
ENSG00000251919	0	0	0	0	0	0
ENSG00000255808	0	0	0	0	0	0
ENSG00000186635	364	322	296	247	262	240
ENSG00000256007	0	0	0	0	0	0
ENSG00000245148	11	1	8	3	3	3
ENSG00000244134	2	0	0	1	0	0
ENSG00000214530	585	513	531	505	683	425
ENSG00000202522	2	1	0	2	2	1
ENSG00000265064	0	0	0	0	0	0
ENSG00000285693	5	7	2	6	2	2
ENSG00000168010	461	461	445	370	255	380
ENSG00000137478	293	367	383	292	273	292
ENSG00000206638	0	0	0	0	0	0
ENSG00000234751	0	0	1	1	0	2
ENSG00000256568	0	0	0	0	0	0
ENSG00000215841	0	0	0	0	0	0
ENSG00000175591	96	86	124	104	63	89
ENSG00000260401	52	68	69	73	60	85
ENSG00000256347	1	5	5	2	3	2
ENSG00000171631	969	844	798	1039	929	1195
ENSG00000257038	7	5	6	6	9	14
ENSG00000110237	2564	2403	2469	2516	1604	2592
ENSG00000054967	106	121	162	114	96	112
ENSG00000256928	0	0	0	0	0	0
ENSG00000054965	951	810	886	921	683	992
ENSG00000256448	2	3	0	1	6	8
ENSG00000255786	0	0	0	0	0	0
ENSG00000256148	0	0	0	0	1	0
ENSG00000231726	1	0	0	0	0	2
ENSG00000270323	0	0	0	0	0	0
ENSG00000021300	32	9	14	10	11	13
ENSG00000175582	2632	2739	2767	2638	2936	2386
ENSG00000255928	1	0	1	0	0	1
ENSG00000256034	0	0	0	0	0	0
ENSG00000175581	149	164	160	192	250	146
ENSG00000199975	1	1	5	1	0	1
ENSG00000256681	0	0	0	0	0	0
ENSG00000181924	487	448	581	432	615	452
ENSG00000175575	375	299	347	297	386	259
ENSG00000256898	0	9	0	1	2	2
ENSG00000187726	1	5	2	1	0	9
ENSG00000255847	0	0	0	0	0	1
ENSG00000175567	383	390	404	393	444	396
ENSG00000256189	0	3	0	0	0	0
ENSG00000256723	0	0	0	0	1	0
ENSG00000175564	23	29	18	14	18	22
ENSG00000168014	651	558	601	649	324	559
ENSG00000256098	1	0	1	0	0	0
ENSG00000214517	949	939	925	878	856	933
ENSG00000284736	1	0	0	0	1	1
ENSG00000280269	3	2	3	5	0	0
ENSG00000149380	9	7	8	8	0	10
ENSG00000206913	5	7	3	6	1	5
ENSG00000246211	0	0	0	0	1	0
ENSG00000165434	445	437	497	461	420	465
ENSG00000212961	0	0	0	0	0	0
ENSG00000254631	0	0	2	0	0	1
ENSG00000264402	0	0	0	0	0	0
ENSG00000255440	0	0	0	0	0	0
ENSG00000175538	35	28	31	19	9	19
ENSG00000254928	0	0	0	0	0	0
ENSG00000255444	0	0	0	0	0	0
ENSG00000254974	0	3	0	2	0	1
ENSG00000175536	68	82	50	75	69	54
ENSG00000254837	54	106	68	88	120	75
ENSG00000077514	918	917	1004	944	846	885
ENSG00000254500	2	0	4	4	0	5
ENSG00000223202	0	0	0	0	0	0
ENSG00000054938	0	0	0	1	2	0
ENSG00000279353	0	0	0	0	0	1
ENSG00000265902	0	0	0	0	0	0
ENSG00000241097	0	0	0	0	0	0
ENSG00000227615	85	81	148	130	146	56
ENSG00000166439	328	394	370	350	171	395
ENSG00000166435	91	79	74	78	60	84
ENSG00000278879	7	2	5	6	3	11
ENSG00000242999	0	0	0	1	1	0
ENSG00000241170	15	10	23	17	8	11
ENSG00000118363	694	911	665	778	1260	741
ENSG00000200152	4	3	0	11	1	8
ENSG00000162139	351	326	392	347	303	322
ENSG00000284722	0	0	0	0	0	0
ENSG00000234611	0	0	0	0	0	0
ENSG00000213333	0	0	0	0	0	0
ENSG00000171561	1	6	0	0	0	0
ENSG00000255395	0	0	0	0	0	0
ENSG00000137491	3	1	7	0	1	1
ENSG00000254475	0	0	0	0	0	0
ENSG00000255136	0	0	0	0	0	0
ENSG00000255460	0	0	0	0	0	0
ENSG00000261594	1	3	1	1	1	0
ENSG00000254429	0	0	0	0	0	0
ENSG00000279117	186	188	208	193	169	156
ENSG00000137486	549	539	503	557	435	489
ENSG00000254963	0	0	0	0	0	0
ENSG00000199090	0	0	0	1	0	0
ENSG00000149273	12583	13284	14979	14440	18710	11449
ENSG00000206941	1	0	0	0	0	0
ENSG00000207445	6	3	4	3	2	1
ENSG00000149243	6	5	9	7	7	12
ENSG00000158555	334	336	312	293	277	329
ENSG00000254460	0	0	0	0	0	0
ENSG00000149257	8030	8261	8586	7484	8334	7636
ENSG00000255326	3	0	0	0	1	0
ENSG00000171533	7	2	2	3	1	2
ENSG00000255434	1	0	5	6	3	2
ENSG00000254630	0	0	0	0	0	0
ENSG00000255280	0	0	0	0	0	0
ENSG00000166391	0	0	0	0	0	0
ENSG00000263993	0	0	0	0	0	0
ENSG00000247867	0	0	0	0	0	0
ENSG00000062282	1	2	0	1	1	3
ENSG00000254826	0	0	0	0	0	0
ENSG00000254814	0	0	0	0	0	0
ENSG00000255507	1	4	2	0	0	2
ENSG00000198382	392	484	394	415	430	404
ENSG00000200256	0	0	0	0	0	1
ENSG00000199362	3	0	0	0	0	0
ENSG00000255255	0	1	0	0	0	0
ENSG00000255081	0	0	0	1	0	1
ENSG00000223013	0	0	0	1	0	0
ENSG00000254915	0	0	5	1	0	0
ENSG00000255421	7	7	5	5	5	11
ENSG00000085741	34	51	70	27	44	37
ENSG00000254933	0	0	2	0	0	0
ENSG00000255362	8	7	6	4	3	0
ENSG00000137492	1755	2065	2022	1678	2155	1585
ENSG00000179240	87	98	98	113	75	75
ENSG00000272301	14	5	13	14	12	5
ENSG00000271757	4	2	2	1	9	2
ENSG00000201756	0	0	0	0	0	0
ENSG00000255135	59	92	63	67	116	66
ENSG00000158636	874	891	928	890	672	850
ENSG00000254755	0	0	0	0	0	0
ENSG00000255363	2	6	0	1	0	0
ENSG00000255479	0	0	0	0	2	2
ENSG00000254810	3	0	0	2	3	0
ENSG00000236304	42	25	24	19	12	24
ENSG00000137507	1899	2070	1905	1436	1429	1907
ENSG00000254975	0	0	0	0	0	0
ENSG00000204529	0	0	0	0	0	0
ENSG00000254632	0	0	0	0	0	0
ENSG00000182704	539	528	499	492	518	499
ENSG00000255100	5	8	0	7	0	0
ENSG00000261578	24	18	11	23	14	14
ENSG00000078124	1731	1849	1704	1651	1688	1708
ENSG00000254988	7	3	4	1	3	4
ENSG00000198488	1	0	0	0	0	0
ENSG00000149260	347	321	341	378	311	338
ENSG00000254550	0	1	0	0	0	1
ENSG00000137474	378	412	466	363	323	366
ENSG00000178795	5	8	6	5	1	3
ENSG00000224829	0	0	0	0	0	0
ENSG00000149269	1226	1227	1213	1288	1306	1252
ENSG00000268635	1	1	5	1	3	1
ENSG00000074201	1264	1318	1426	1256	1806	1151
ENSG00000238880	0	0	0	6	0	2
ENSG00000178301	66	44	70	57	79	61
ENSG00000048649	1351	1261	1300	1495	1193	1284
ENSG00000206816	1	1	0	1	0	1
ENSG00000254985	2	0	2	1	2	0
ENSG00000227376	5	7	3	4	2	8
ENSG00000255409	0	3	6	1	1	5
ENSG00000219529	0	0	0	0	0	0
ENSG00000087884	28	24	24	29	21	25
ENSG00000254459	0	0	0	0	6	5
ENSG00000254691	3	0	3	3	2	0
ENSG00000255449	0	1	2	1	0	1
ENSG00000241782	0	0	0	4	1	1
ENSG00000149262	608	551	636	533	531	539
ENSG00000255115	0	1	0	0	1	1
ENSG00000254829	0	0	0	0	0	0
ENSG00000151364	21	24	35	11	28	22
ENSG00000259112	0	0	0	0	0	0
ENSG00000254675	0	0	0	0	0	0
ENSG00000151365	0	2	0	0	2	0
ENSG00000151366	169	225	288	230	309	188
ENSG00000159063	629	775	847	665	757	719
ENSG00000252494	5	1	1	13	5	3
ENSG00000246174	39	42	43	39	53	36
ENSG00000188997	149	185	123	105	113	152
ENSG00000118369	304	295	325	275	212	308
ENSG00000033327	2531	2275	2261	2178	1455	2235
ENSG00000254420	1	6	1	3	2	0
ENSG00000254649	6	0	8	5	4	4
ENSG00000251323	27	24	27	22	20	18
ENSG00000137513	522	535	564	490	484	439
ENSG00000255084	1	0	0	0	2	0
ENSG00000252033	0	0	0	0	0	0
ENSG00000254697	0	0	0	2	0	0
ENSG00000149256	1230	1209	1368	1409	740	1285
ENSG00000254563	3	3	0	0	2	0
ENSG00000255345	2	2	5	1	4	8
ENSG00000254885	0	0	0	0	0	1
ENSG00000211997	0	0	0	0	0	0
ENSG00000266570	0	0	0	0	1	0
ENSG00000255209	0	0	0	0	0	0
ENSG00000279295	0	0	0	0	0	0
ENSG00000254471	0	0	0	0	1	0
ENSG00000254434	0	0	0	0	0	0
ENSG00000200146	0	0	0	0	0	0
ENSG00000255014	0	0	0	0	0	0
ENSG00000255178	0	0	0	0	0	0
ENSG00000254437	0	0	0	0	0	0
ENSG00000285568	0	0	0	0	0	0
ENSG00000254747	0	0	0	0	0	0
ENSG00000255316	0	0	0	0	0	0
ENSG00000270701	0	0	0	0	0	0
ENSG00000245832	0	0	0	1	0	0
ENSG00000264110	0	0	0	0	0	0
ENSG00000254511	0	0	1	0	0	0
ENSG00000255246	0	0	0	0	0	0
ENSG00000227097	3242	2835	4868	2183	4575	2245
ENSG00000182103	4	5	6	4	0	0
ENSG00000255382	0	0	0	0	0	0
ENSG00000255063	0	0	0	0	0	0
ENSG00000137509	1156	1147	1356	1114	1376	1034
ENSG00000254441	2	1	0	1	5	4
ENSG00000165490	453	544	482	443	432	399
ENSG00000242279	0	0	0	0	0	0
ENSG00000254698	0	0	0	0	0	0
ENSG00000137502	102	128	129	100	79	79
ENSG00000254522	0	0	0	0	0	0
ENSG00000207221	0	0	0	0	0	0
ENSG00000246067	80	46	78	85	74	74
ENSG00000255503	8	0	0	2	6	2
ENSG00000279900	10	3	9	14	6	12
ENSG00000255010	1	1	0	1	0	0
ENSG00000254965	0	0	0	0	0	0
ENSG00000255051	0	0	0	0	0	0
ENSG00000165494	1190	1249	1270	1127	913	1168
ENSG00000254676	4	3	2	9	5	9
ENSG00000247137	34	31	24	25	36	47
ENSG00000269939	0	0	0	0	0	0
ENSG00000137494	105	103	131	97	101	86
ENSG00000255541	0	0	0	0	0	0
ENSG00000254551	3	0	0	0	1	0
ENSG00000241020	0	0	0	0	0	0
ENSG00000137500	688	780	807	704	1045	635
ENSG00000255234	1	2	2	4	0	1
ENSG00000255003	0	0	0	0	0	0
ENSG00000274004	0	0	0	0	0	0
ENSG00000150672	150	192	247	184	128	180
ENSG00000255311	0	0	5	1	0	5
ENSG00000254629	0	0	0	0	0	0
ENSG00000250257	0	0	0	0	0	0
ENSG00000254713	0	0	0	0	0	0
ENSG00000240174	0	0	0	0	0	0
ENSG00000254787	0	0	0	0	0	0
ENSG00000274006	0	0	0	0	0	0
ENSG00000276179	0	0	0	0	0	0
ENSG00000255555	0	0	0	0	0	0
ENSG00000255396	0	0	0	0	0	0
ENSG00000213305	2	0	0	0	0	0
ENSG00000254684	0	0	0	0	0	0
ENSG00000254897	0	1	0	0	0	0
ENSG00000206583	0	0	0	0	0	0
ENSG00000171204	466	519	600	433	606	437
ENSG00000171202	169	150	205	165	198	132
ENSG00000137504	1749	1983	2068	1835	2282	1625
ENSG00000179071	2	4	4	3	5	2
ENSG00000137501	58	49	74	83	47	59
ENSG00000279742	0	1	1	1	0	3
ENSG00000150676	0	0	0	0	0	0
ENSG00000255005	0	0	0	0	0	0
ENSG00000254479	0	0	0	0	2	0
ENSG00000073921	2275	2369	2368	2022	2101	2212
ENSG00000200877	0	0	0	0	0	0
ENSG00000254699	0	0	0	0	0	0
ENSG00000254502	0	0	1	0	0	0
ENSG00000276669	0	0	0	0	0	0
ENSG00000074266	429	550	484	427	715	464
ENSG00000283744	0	0	0	0	0	0
ENSG00000254783	12	6	18	10	14	6
ENSG00000255222	1	0	0	0	0	1
ENSG00000149196	445	524	616	496	617	452
ENSG00000239856	1	0	0	3	0	1
ENSG00000149201	9	12	10	5	5	18
ENSG00000254733	1	0	0	1	0	0
ENSG00000254727	0	0	0	0	0	0
ENSG00000278989	1	2	4	0	0	0
ENSG00000151376	23	25	16	19	21	21
ENSG00000254731	0	0	0	0	0	0
ENSG00000255250	0	0	0	0	0	0
ENSG00000150687	1820	1689	2182	2009	2408	1604
ENSG00000271318	0	3	1	0	0	2
ENSG00000197882	2	0	1	5	0	2
ENSG00000269895	10	2	1	1	0	0
ENSG00000255203	0	2	1	4	1	4
ENSG00000255471	28	22	25	32	24	22
ENSG00000280339	27	15	18	23	21	19
ENSG00000174804	403	309	415	299	270	306
ENSG00000246523	11	4	1	5	10	12
ENSG00000254748	0	0	0	0	0	0
ENSG00000166575	1381	1725	1614	1412	1666	1315
ENSG00000254843	5	1	5	3	1	6
ENSG00000279836	1	0	0	3	0	1
ENSG00000213287	0	0	0	0	0	0
ENSG00000270510	8	35	22	5	5	21
ENSG00000254582	2	2	0	7	5	4
ENSG00000255391	0	0	0	0	0	0
ENSG00000279701	0	0	1	0	0	0
ENSG00000278929	0	0	0	0	0	0
ENSG00000223015	0	0	0	0	0	0
ENSG00000283412	0	0	0	0	0	0
ENSG00000255183	0	0	0	0	0	0
ENSG00000279341	0	0	0	0	0	0
ENSG00000254650	0	0	0	0	0	0
ENSG00000255022	0	0	0	0	0	0
ENSG00000279793	0	0	0	0	0	0
ENSG00000285835	3	0	0	0	0	0
ENSG00000280307	0	0	0	0	0	0
ENSG00000254794	0	0	0	0	0	0
ENSG00000255516	0	0	0	0	0	0
ENSG00000255102	2	0	0	0	0	4
ENSG00000255241	2	3	4	3	0	4
ENSG00000206690	0	0	0	0	0	0
ENSG00000123892	145	168	205	172	235	162
ENSG00000279733	0	0	0	0	0	0
ENSG00000266581	0	0	0	0	0	0
ENSG00000109861	999	938	1065	887	1165	846
ENSG00000249489	0	0	0	2	0	0
ENSG00000168959	0	0	0	0	0	0
ENSG00000255082	0	0	0	0	0	0
ENSG00000207113	0	0	0	0	0	0
ENSG00000077498	0	0	0	0	0	0
ENSG00000197692	0	0	0	0	0	0
ENSG00000279297	0	0	0	0	0	0
ENSG00000279603	0	0	0	0	0	0
ENSG00000086991	8	8	13	5	7	4
ENSG00000255295	0	0	0	0	0	0
ENSG00000279248	0	0	0	0	0	0
ENSG00000279697	0	0	0	0	0	0
ENSG00000255429	0	0	0	0	0	0
ENSG00000279045	0	0	0	0	0	0
ENSG00000279056	0	0	0	0	0	0
ENSG00000280201	0	0	0	0	0	0
ENSG00000134612	6	2	3	0	2	0
ENSG00000255385	0	0	0	0	0	0
ENSG00000279163	0	0	0	0	0	0
ENSG00000214414	0	0	0	0	0	0
ENSG00000255486	0	4	0	0	0	0
ENSG00000255540	0	0	0	0	0	0
ENSG00000234376	0	0	0	0	0	0
ENSG00000254971	0	0	0	0	0	0
ENSG00000255170	0	0	0	0	0	0
ENSG00000204456	0	0	0	0	0	0
ENSG00000254751	0	0	0	0	0	0
ENSG00000255162	3	0	1	0	0	0
ENSG00000255285	0	0	0	0	0	0
ENSG00000168930	0	0	0	0	0	0
ENSG00000250946	0	0	0	0	0	0
ENSG00000166013	0	0	0	0	0	0
ENSG00000204455	0	0	0	0	0	0
ENSG00000254558	0	0	0	0	0	0
ENSG00000189253	0	0	0	0	0	0
ENSG00000255235	0	0	0	0	0	0
ENSG00000254617	0	0	0	0	0	0
ENSG00000254785	0	0	0	0	0	0
ENSG00000255055	0	0	0	0	0	0
ENSG00000223417	0	0	0	0	0	0
ENSG00000233802	0	0	0	0	0	0
ENSG00000254818	0	0	0	0	0	0
ENSG00000278837	0	0	0	0	0	0
ENSG00000255360	0	0	0	0	0	0
ENSG00000254655	0	0	0	0	0	0
ENSG00000204450	0	0	0	0	0	0
ENSG00000255305	0	0	0	0	0	0
ENSG00000237706	0	0	0	0	0	0
ENSG00000225581	0	0	0	0	0	0
ENSG00000255184	0	0	0	0	0	0
ENSG00000204449	0	0	0	0	0	0
ENSG00000254803	0	0	0	0	0	0
ENSG00000254916	3	0	0	0	2	0
ENSG00000223709	0	0	0	0	0	0
ENSG00000255011	0	0	0	0	0	0
ENSG00000254888	0	0	0	0	0	0
ENSG00000255009	0	0	0	0	0	0
ENSG00000254436	0	0	0	0	0	0
ENSG00000207299	0	0	0	0	0	0
ENSG00000279299	0	0	0	0	0	0
ENSG00000077616	202	216	239	178	173	189
ENSG00000280385	109	155	139	91	128	96
ENSG00000110172	1184	1322	1324	1154	1326	1007
ENSG00000280367	7	17	3	14	12	2
ENSG00000261645	0	0	0	0	0	1
ENSG00000214391	29	46	33	53	46	35
ENSG00000266703	0	0	0	0	0	0
ENSG00000280430	0	0	0	0	0	0
ENSG00000221586	0	0	0	0	0	0
ENSG00000280085	0	0	0	0	0	0
ENSG00000279209	0	0	0	0	0	0
ENSG00000279438	0	0	0	0	0	0
ENSG00000254677	0	0	0	0	0	0
ENSG00000255070	0	0	0	0	0	0
ENSG00000255187	0	0	0	0	0	0
ENSG00000280124	0	0	0	0	0	0
ENSG00000278980	0	0	0	0	0	0
ENSG00000280093	0	0	0	0	0	0
ENSG00000255332	0	0	0	0	0	0
ENSG00000254961	0	0	0	0	0	0
ENSG00000278859	0	0	0	0	0	0
ENSG00000242248	0	0	0	0	0	0
ENSG00000235547	0	0	0	0	0	0
ENSG00000165323	1729	1642	1789	1685	847	1750
ENSG00000249255	0	0	0	0	0	1
ENSG00000254705	4	0	7	0	1	6
ENSG00000244244	0	0	0	1	0	0
ENSG00000255506	1	3	0	0	0	3
ENSG00000282916	0	0	0	0	0	0
ENSG00000255127	0	0	0	0	0	0
ENSG00000255287	0	0	0	0	0	0
ENSG00000254874	2	0	0	1	0	0
ENSG00000134640	7	10	0	0	0	0
ENSG00000242807	0	0	0	0	0	0
ENSG00000278892	0	1	0	0	0	0
ENSG00000279304	1	0	0	0	0	0
ENSG00000180773	905	974	1140	889	933	833
ENSG00000255445	12	9	10	14	12	9
ENSG00000280379	2	3	5	7	3	7
ENSG00000279269	1	0	1	1	0	1
ENSG00000233737	0	0	0	0	0	3
ENSG00000255233	3	0	0	0	0	2
ENSG00000279684	1	1	1	2	1	1
ENSG00000165325	5	4	3	12	10	9
ENSG00000166002	189	186	190	156	221	173
ENSG00000234106	3	3	1	2	2	4
ENSG00000240202	0	0	0	0	0	0
ENSG00000279454	0	0	0	0	0	0
ENSG00000278953	0	0	0	0	0	0
ENSG00000255515	0	0	0	0	0	0
ENSG00000166004	632	576	663	610	377	624
ENSG00000199875	5	4	2	4	9	3
ENSG00000254911	5	1	3	6	1	2
ENSG00000275146	0	0	0	0	0	0
ENSG00000273885	0	0	0	0	0	0
ENSG00000279696	27	17	8	17	22	24
ENSG00000166012	1861	1933	2084	1717	1955	1418
ENSG00000207112	0	0	0	0	0	0
ENSG00000206799	0	0	0	0	0	0
ENSG00000202314	6	15	12	13	20	1
ENSG00000206834	0	0	0	0	0	0
ENSG00000207304	0	0	0	0	0	0
ENSG00000239195	0	0	0	0	0	0
ENSG00000207145	0	0	0	0	0	0
ENSG00000284458	0	0	0	0	0	0
ENSG00000210825	0	0	0	0	0	0
ENSG00000182919	261	351	313	230	309	224
ENSG00000284057	0	0	0	0	0	0
ENSG00000042429	198	193	167	158	200	177
ENSG00000214376	0	2	2	9	9	2
ENSG00000206911	0	0	0	0	0	0
ENSG00000255995	0	0	0	0	0	0
ENSG00000256752	0	0	0	0	0	0
ENSG00000181333	10	6	16	1	6	18
ENSG00000227593	0	0	0	2	0	0
ENSG00000110218	447	467	495	507	414	481
ENSG00000256745	68	53	77	77	82	42
ENSG00000250519	0	1	0	0	2	8
ENSG00000183560	0	1	0	0	2	1
ENSG00000123901	0	1	3	1	4	2
ENSG00000020922	1182	1231	1284	1164	1240	1116
ENSG00000221230	2	0	4	10	3	4
ENSG00000255893	51	46	37	43	27	58
ENSG00000168876	319	366	338	288	389	332
ENSG00000257057	0	0	0	0	0	0
ENSG00000134627	89	79	64	60	50	84
ENSG00000196371	385	464	416	422	378	444
ENSG00000255929	0	0	0	0	0	0
ENSG00000280167	1	2	1	1	3	2
ENSG00000233536	0	0	0	0	0	0
ENSG00000255666	1	0	0	0	0	0
ENSG00000166025	3243	2906	3061	3567	2402	3002
ENSG00000256469	0	0	0	0	0	0
ENSG00000213368	0	0	0	1	0	0
ENSG00000150316	528	561	590	531	765	532
ENSG00000186280	39	51	50	43	40	48
ENSG00000255653	0	0	0	0	0	0
ENSG00000235268	0	0	0	0	0	0
ENSG00000274486	0	0	0	0	0	0
ENSG00000256779	0	0	0	0	2	0
ENSG00000257012	0	0	0	0	0	0
ENSG00000255855	0	0	0	0	0	0
ENSG00000277984	0	1	0	0	0	0
ENSG00000263465	981	1176	1024	863	1029	889
ENSG00000149218	489	510	464	411	420	331
ENSG00000270689	0	0	0	0	0	0
ENSG00000270578	0	0	0	0	0	0
ENSG00000245552	58	70	60	63	63	60
ENSG00000149212	14321	15750	17004	15491	12466	15633
ENSG00000282834	5	7	6	15	7	30
ENSG00000250390	4	0	0	0	5	3
ENSG00000285842	0	0	1	2	0	3
ENSG00000255605	0	0	0	0	0	0
ENSG00000273600	0	0	0	0	0	0
ENSG00000077458	538	609	616	524	580	504
ENSG00000166037	1780	2007	2016	1859	2053	1815
ENSG00000087053	1382	1401	1590	1239	1295	1227
ENSG00000222578	3	0	0	0	0	0
ENSG00000242993	0	0	0	0	0	0
ENSG00000184384	584	616	528	587	461	551
ENSG00000285921	0	1	0	0	0	0
ENSG00000266192	0	0	0	0	0	0
ENSG00000149231	918	969	975	771	759	742
ENSG00000183340	306	330	392	290	329	320
ENSG00000255679	0	0	0	0	0	0
ENSG00000200411	0	0	0	0	0	0
ENSG00000256684	0	0	0	0	0	0
ENSG00000254587	0	0	0	0	0	0
ENSG00000255376	0	0	0	0	0	0
ENSG00000255205	0	0	0	0	0	0
ENSG00000270753	0	0	0	0	0	0
ENSG00000255039	0	0	0	0	0	0
ENSG00000199315	0	0	0	0	0	0
ENSG00000255502	0	0	0	2	0	0
ENSG00000254555	0	0	0	0	0	0
ENSG00000255380	0	0	0	0	0	0
ENSG00000254939	0	6	0	0	0	0
ENSG00000254599	1	3	1	0	0	0
ENSG00000254830	0	0	0	0	0	0
ENSG00000149972	2	0	1	2	0	6
ENSG00000223269	0	1	0	0	0	0
ENSG00000255547	0	0	0	0	0	0
ENSG00000242165	0	0	0	0	0	0
ENSG00000255059	0	0	0	0	0	0
ENSG00000248027	5	14	15	4	10	15
ENSG00000165895	855	800	933	782	721	780
ENSG00000200047	0	0	0	0	0	0
ENSG00000082175	56	60	60	58	26	55
ENSG00000282728	0	0	0	0	0	0
ENSG00000255504	0	0	0	0	0	0
ENSG00000137672	2	2	0	0	3	0
ENSG00000263885	0	0	0	0	0	0
ENSG00000254506	0	0	0	0	0	3
ENSG00000254534	0	0	0	0	0	0
ENSG00000187151	0	5	0	1	1	0
ENSG00000110318	79	75	82	72	56	76
ENSG00000137691	19	16	15	11	21	11
ENSG00000274097	0	0	0	0	0	0
ENSG00000260008	0	0	3	0	0	0
ENSG00000277459	31	15	15	33	40	41
ENSG00000137693	6028	6197	5890	5723	5335	5431
ENSG00000254422	0	0	0	0	0	0
ENSG00000243777	0	0	1	0	0	0
ENSG00000270868	0	0	0	0	0	0
ENSG00000271600	0	0	0	0	0	0
ENSG00000212466	0	0	0	0	0	0
ENSG00000023445	2	4	2	6	3	3
ENSG00000110330	1129	1398	1391	1175	1485	1090
ENSG00000152558	5548	6243	6322	6082	6428	5608
ENSG00000255337	7	8	6	7	6	7
ENSG00000255482	0	0	0	0	0	0
ENSG00000137673	0	0	0	0	0	0
ENSG00000137674	0	0	0	0	0	0
ENSG00000256916	0	0	1	0	0	0
ENSG00000281655	0	0	3	0	0	0
ENSG00000137675	0	0	0	0	0	0
ENSG00000118113	0	0	3	0	0	0
ENSG00000255282	9	2	3	8	10	8
ENSG00000225678	0	2	0	7	0	4
ENSG00000256254	1	7	0	0	1	1
ENSG00000166670	0	3	0	0	1	2
ENSG00000196611	0	0	0	1	2	0
ENSG00000256035	0	0	0	0	0	0
ENSG00000149968	1	2	0	3	0	2
ENSG00000262406	0	0	0	0	0	0
ENSG00000255469	0	0	0	0	0	0
ENSG00000238562	0	0	0	0	0	0
ENSG00000137745	0	0	0	0	0	0
ENSG00000276521	0	0	0	0	0	0
ENSG00000239861	0	0	0	0	0	0
ENSG00000260966	44	39	52	38	47	43
ENSG00000137692	470	542	568	510	781	519
ENSG00000187240	509	563	675	584	447	552
ENSG00000285878	0	0	0	0	3	4
ENSG00000254895	0	0	0	1	0	0
ENSG00000254931	0	0	0	0	0	0
ENSG00000255417	0	0	0	0	0	0
ENSG00000255350	0	0	0	0	0	3
ENSG00000254565	1	0	0	0	0	0
ENSG00000253245	0	0	0	0	0	0
ENSG00000254824	0	0	0	0	1	0
ENSG00000254987	0	0	0	0	0	0
ENSG00000264200	0	0	0	0	0	0
ENSG00000170962	79	65	89	68	76	80
ENSG00000255548	0	0	0	0	0	0
ENSG00000170967	0	0	0	0	0	0
ENSG00000280773	0	0	0	0	0	0
ENSG00000256422	0	0	0	0	0	0
ENSG00000270449	0	0	0	0	0	0
ENSG00000254569	0	0	0	0	0	0
ENSG00000204403	0	0	0	0	0	0
ENSG00000235505	2	2	6	1	0	4
ENSG00000196954	11	15	13	10	12	9
ENSG00000284715	0	0	0	0	0	0
ENSG00000137757	0	0	0	0	0	3
ENSG00000137752	0	1	0	0	0	0
ENSG00000204397	0	0	0	0	0	0
ENSG00000254750	0	0	0	0	0	0
ENSG00000255221	0	0	0	4	0	0
ENSG00000255430	0	0	0	0	0	0
ENSG00000255501	0	0	0	0	0	0
ENSG00000254767	0	0	0	0	0	0
ENSG00000255336	0	0	0	0	0	0
ENSG00000278640	0	0	0	0	0	0
ENSG00000152578	50	46	40	24	19	29
ENSG00000255403	0	0	0	0	0	0
ENSG00000222663	0	0	0	0	0	0
ENSG00000252081	0	0	0	0	0	0
ENSG00000285813	14	20	36	17	11	39
ENSG00000170903	355	406	386	350	363	316
ENSG00000182359	73	63	62	52	82	52
